Degree,Discipline,Skills,Experience,CGPA,Competitive Exam,Future Goal,Interest,Financial Support,Advice
BTech,CHEM,"Coding, Python, DSA",0.0,7.8,CDAC,Software Job,SDE,0.0,"The CDAC PG-DAC is the most effective way for you to transition into a mainstream software development role. It provides the required skills and, critically, a platform for placements that might otherwise be inaccessible."
BTech,CHEM,"Sales, Communication, Negotiation",0.0,8.1,CAT,MBA,B2B Sales,0.5,An MBA is the right path to a managerial career in sales. Your engineering background is a great asset for technical B2B sales. Aim for a high CAT score to get into a good B-school that has a strong marketing and sales curriculum.
BTech,ECE,"Verilog, FPGA, C++",2.0,8.8,,Core Job,Senior FPGA Engineer,0.0,"With your strong experience and good CGPA, you should be targeting senior roles. A job is the best immediate path given your financial situation. Update your LinkedIn and resume to highlight your project achievements and target top semiconductor firms."
BTech,ECE,"AI/ML, Python, TensorFlow",0.0,9.0,GATE,MTech,AI,0.5,"You have an excellent profile for an MTech in AI from a top IIT/IISc. A high GATE score will seal the deal. This will set you up for a high-paying, research-oriented career in artificial intelligence."
BTech,ECE,Govt Job Aspirant,0.0,8.5,SSC JE,Govt Job,JE in ECE related depts,0.0,"While SSC JE has fewer ECE vacancies than other branches, it's a viable option. You should also look at other technical exams from PSUs like BSNL, BEL, etc. A government job is a good goal given your financial situation."
BTech,ECE,"Robotics, ROS, C++",0.0,8.2,GRE,MS Abroad,Robotics,0.5,"An MS in Robotics from a good university in Germany or the US is a perfect goal. Your ECE background is ideal for this field. A good GRE score, a strong SOP, and your project portfolio will make you a competitive applicant."
BTech,ECE,"Project Management, Agile, JIRA",0.0,7.9,CSM,Software Job,Project Coordinator,0.5,"Getting a Certified ScrumMaster (CSM) certification would be a great addition to your profile. Target entry-level project coordinator or scrum master roles in IT companies. From there, you can grow into a technical program manager."
BTech,CHEM,"Process Engg, Aspen Plus, Simulation",1.0,9.0,GRE,MS Abroad,Advanced Process Engg,0.5,"With a stellar CGPA and core skills, you are an ideal candidate for an MS program at a top university abroad (e.g., Purdue, UT Austin). This will open doors to global R&D and high-end consulting roles that are not accessible in India."
BTech,CHEM,"Plant Safety, HAZOP, Risk Assessment",0.0,8.5,NEBOSH,Core Job,Safety Engineer,0.5,"A career in industrial safety is a great choice. Getting an international certification like NEBOSH will make you highly employable. With your high CGPA and internship, you can target top companies in the oil & gas or chemical sector."
BTech,CHEM,"Python, Machine Learning, SQL",0.0,8.8,,Software Job,Data Scientist,0.5,You have a very strong profile to pivot to data science. Emphasize your projects and your ability to apply ML to real-world problems. Target roles where your chemical engineering domain knowledge could be a plus.
BTech,CHEM,"Data Analysis, Tableau, Communication",0.0,7.8,,Business Analyst,Consulting,0.5,Target Business Analyst or Technology Analyst roles at consulting firms. Your engineering background provides strong analytical skills. Sharpen your SQL and case study preparation to ace the interviews.
BTech,CHEM,Govt Job Aspirant,0.0,7.1,UPSC,Govt Job,Civil Services,0.0,"UPSC is a very competitive exam. With a moderate CGPA, it is absolutely essential to have a Plan B. While you prepare for UPSC, spend 4-5 hours a week learning a marketable skill like data analysis or a programming language."
BTech,CIVIL,"Primavera, Costing, Contracts",2.0,6.9,,Core Job,Planning Engineer,0.0,Your 2+ years of experience are your main asset and will help employers overlook your low CGPA. Focus on Planning Engineer or Costing Engineer roles in mid-sized to large construction companies. Highlight your practical project achievements.
BTech,CIVIL,Govt Job Aspirant,0.0,6.5,,Govt Job,State Level Exams,0.0,"With a low CGPA, many central government jobs (like IES) might have eligibility criteria you don't meet. Focus on State Level Assistant/Junior Engineer exams, as their criteria can sometimes be more lenient. A backup plan is critical."
BTech,CIVIL,"AutoCAD, Revit, 3D Modeling",0.0,7.2,,Freelancing,Architectural Visualizer,0.5,Focus on building a high-quality freelance portfolio. Master rendering software like V-Ray or Lumion to create photorealistic images. Network with architects and interior designers on LinkedIn and Instagram to find clients.
BTech,CIVIL,"Robotics, Python, Automation",0.0,8.1,GATE,MTech,Infrastructure Robotics,0.5,You have a unique and futuristic interest. An MTech in a related field would be a great way to build expertise. Look for interdisciplinary programs at top IITs. This could lead to a very niche and rewarding career.
BTech,CIVIL,"Public Speaking, Leadership, Communication",0.0,8.8,CAT,MBA,Consulting/Management,0.5,"You have a stellar profile for a top B-school. Your high CGPA and leadership experience are highly valued. A high CAT percentile will open doors to IIMs, from where you can pivot to management consulting or general management roles."
BTech,MECH,"Python, SQL, Data Analysis",1.0,8.3,,Govt Job,Data Analyst in PSU,0.0,"This is a niche but possible goal. Some PSUs are starting to hire for data analyst roles. Keep an eye on their notifications. In parallel, apply aggressively to private sector data analyst jobs, especially in the manufacturing and automotive sectors."
BTech,MECH,"SolidWorks, Ansys, FEA",0.0,8.9,BARC,Govt Job,Scientist,0.5,Your strong design and analysis skills make you a prime candidate for scientist roles at organizations like BARC or DRDO. Prepare thoroughly for their technical written tests and interviews. Your high CGPA is a big advantage.
BTech,MECH,"Public Sector, General Studies, Aptitude",0.0,7.8,,Govt Job,State PSC,0.5,Focus on preparing for State Public Service Commission (PSC) exams for administrative roles. Your engineering background provides good analytical skills. A structured coaching program would be beneficial.
BTech,MECH,"Sales, Communication, Negotiation",0.0,7.5,CAT,MBA,Technical Sales,0.5,An MBA is the right path to elevate your career in sales. Your mechanical engineering degree is a strong foundation for a B2B technical sales role. You will need a high CAT score to get into a good B-school.
BTech,MECH,"IoT, Python, Sensors",0.0,8.5,,Software Job,IIoT Engineer,0.5,"You have a fantastic, in-demand profile. Target Industrial IoT (IIoT) roles in manufacturing, energy, or tech companies. Your ability to bridge the gap between mechanical systems and software is very valuable."
MTech,EE,"Python, TensorFlow, Keras",0.0,6.8,,Research,AI Applications,0.0,"With a low MTech CGPA, a traditional research path is difficult. The best approach is to get an industry job as an ML Engineer, build 2-3 years of strong experience, and then consider a PhD if you are still passionate about research."
MTech,EE,"Excel, VBA, Data Analysis",0.0,6.2,,Business Analyst,Operations,0.5,Your low CGPA is a significant hurdle. Focus on entry-level Operations Analyst or MIS roles that are heavy on Excel and VBA. You need to get a foot in the door and prove your worth through performance. Upskilling in SQL and Power BI is a must.
MTech,EE,"Power Systems, ETAP, PSCAD",1.0,7.2,,Core Job,Power Systems Engineer,0.0,Your moderate CGPA and experience make you a candidate for power systems analysis roles in engineering consultancies or utility companies. You need to network effectively and perform very well in technical interviews to secure a good position.
MTech,EE,"UI/UX Design, Figma, User Research",0.0,7.9,,Freelancing,Design,0.5,You have pivoted to UI/UX design. Build a strong portfolio with at least three detailed case studies. Start with freelance projects to gain more experience and build a client base. Your MTech degree can be a unique talking point.
MTech,EE,Govt Job Aspirant,0.0,8.5,UPSC,Govt Job,Civil Services,0.5,"With a strong academic background, you can dedicate yourself to UPSC preparation. Choose your optional subject wisely. Your analytical skills will be an asset. However, given the competition, always have a timeline for your attempts."
BTech,CSE,"JavaScript, React, Node.js",2.0,7.8,,Freelancing,Full-Stack Consultant,0.5,"Position yourself as a freelance full-stack consultant, not just a developer. Offer to help startups with their tech stack choices, architecture, and building MVPs. This higher-level positioning allows you to charge more."
BTech,CSE,"Python, PyTorch, Computer Vision",0.0,8.5,,Software Job,ML Engineer,0.5,You have a strong profile for an ML Engineer role. Your good CGPA and internship will get you interviews at good product companies. Ensure your Python coding skills (not just model building) and DSA are sharp.
BTech,CSE,"UI/UX Design, Figma, CSS",0.0,7.1,,Freelancing,Design,0.0,"Your portfolio is everything. A low CGPA doesn't matter for freelance design work, but the quality of your work does. Create a stunning portfolio on Behance. Network with startup founders on LinkedIn and Twitter to find your first few clients."
BTech,CSE,"Data Science, ML, MLOps",2.0,8.9,,Software Job,Senior Data Scientist,0.5,"With 2+ years of experience and knowledge of MLOps, you are a very valuable candidate. Target Senior Data Scientist or ML Engineer roles. Highlight your ability to not just build models, but to deploy and maintain them in production."
BTech,CSE,"Java, Spring Boot, DSA",0.0,6.8,CDAC,Software Job,Backend Developer,0.5,Your CGPA is a significant barrier for direct applications to good companies. CDAC's PG-DAC is the most reliable way to overcome this. Your internship gives you a head start. A good rank in CDAC can lead to a great job.
,,"Python, Selenium, Automation Testing",0.0,7.1,,MTech,Software Engineering,0.0,An MTech after an MCA is generally not recommended unless aiming for research. Focus on your career. Your low CGPA can be offset by getting an ISTQB certification and building a strong framework for automation testing in your portfolio.
,,"Data Analysis, SQL, Power BI",0.0,8.8,,Software Job,Business Intelligence Dev,0.5,You have a strong profile for a BI Developer or Data Analyst role. Your high CGPA and internship are great assets. Practice advanced SQL and data modeling case studies to crack interviews at top analytics firms.
,,"Public Speaking, Leadership, Communication",0.0,9.2,CAT,MBA,IT Consulting,0.5,You have a stellar profile for a top IIM. Your high CGPA and leadership experience are a rare combination. A 99+ percentile in CAT is achievable and will open doors to the best management consulting and product management roles.
,,Govt Job Aspirant,0.0,7.9,,Govt Job,Banking/SSC CGL,0.5,Focus on preparing for non-technical government exams like IBPS PO or SSC CGL. Your MCA degree gives you a good foundation in quantitative aptitude and reasoning. A structured preparation of 6-9 months is required.
,,"Robotics, C++, Python",0.0,8.5,GATE,PhD,Robotics,0.5,"To pursue a research career in robotics, a PhD is the right path. With your strong academics and project experience, you can apply for direct PhD programs at some IITs/IIITs after a good GATE score. This is a great long-term goal."
BTech,CHEM,"Python, Data Analysis, SQL",0.0,7.4,GATE,MTech,Computational Engg.,0.5,"An MTech in a computational field is a great way to formalize your pivot to tech. A good GATE score will get you into an interdisciplinary program at an IIT. This will combine your domain knowledge with high-demand tech skills, leading to great job prospects."
BTech,CHEM,"Process Engg, HYSYS, Plant Safety",2.0,8.2,,Core Job,Senior Process Engineer,0.5,"With 2+ years of experience and a good CGPA, you should be targeting Senior Process Engineer roles in large chemical companies or EPC firms. You can also explore opportunities in the Middle East, which pay very well for experienced chemical engineers."
BTech,CHEM,"Data Analysis, Python, R",0.0,8.8,GRE,MS Abroad,Data Science,0.5,"You have a strong profile for an MS in Data Science. In your SOP, emphasize how your chemical engineering background gives you a unique perspective on solving real-world problems. A high GRE score will make you a competitive applicant for top universities."
BTech,CHEM,Govt Job Aspirant,0.0,7.9,UPSC,Govt Job,Civil Services,0.5,"Dedicate yourself to UPSC preparation, but be strategic. Set a clear timeline for your attempts (e.g., 2-3 years). If you are not successful within that time, you must have a plan to re-enter the workforce, which might involve upskilling."
BTech,CHEM,"Project Management, Communication, Leadership",0.0,9.1,CAT,MBA,Consulting,0.5,"You have an outstanding profile for top B-schools like IIM A/B/C or ISB. Your high CGPA and leadership experience are a winning combination. Focus on acing the CAT/GMAT, and you will be on your way to a career in management consulting."
BTech,ECE,"Verilog, SystemVerilog, UVM",2.0,8.5,,Software Job,Senior Verification Engg.,0.5,"Your profile is strong for a senior role in VLSI verification. The term 'Software Job' here points to this niche. With your experience, you can target lead positions in semiconductor companies. Your good CGPA is a plus."
BTech,ECE,"C++, RTOS, CAN Protocol",0.0,8.1,CDAC,Core Job,Embedded Software Engg.,0.0,"The CDAC PG-DESD (Embedded Systems) course is a great way to deepen your skills and get access to a wider range of core companies, especially in the automotive sector. Your internship is a good foundation to build upon."
BTech,ECE,"Python, TensorFlow, Deep Learning",0.0,9.2,GATE,MTech,AI/ML,0.5,An MTech in AI/ML from a top IIT/IISc is the perfect next step for you. Your exceptional CGPA and research internship make you a prime candidate. This will set you up for high-end roles like 'Applied Scientist' or 'ML Researcher'.
BTech,ECE,"Networking, CCNA, Cyber Security",0.0,8.8,,Software Job,Network Automation,0.5,"Combine your networking skills with programming by targeting 'Network Automation' or 'NetDevOps' roles. Your CCNA and Python knowledge are key. This is a modern, high-paying field that is rapidly growing."
BTech,ECE,"MATLAB, Simulink, Control Systems",1.0,7.8,,Core Job,Control Systems Engineer,0.0,"Focus on industries that heavily use control systems, like automation, automotive, or aerospace. Your experience is valuable, but you may need to target mid-sized companies or suppliers rather than large OEMs due to your CGPA."
BTech,CHEM,"Process Engg, HYSYS, Simulation",0.0,6.9,GATE,MTech,Chemical Engineering,0.5,Your CGPA is a hurdle. A good GATE score for an MTech is the best way to overcome this. An MTech from an NIT will give you a fresh academic start and access to better placement opportunities in the core chemical industry.
BTech,CHEM,"Python, Data Analysis, SQL",0.0,8.2,,Software Job,Data Analyst,0.0,"You are on the right path to pivot to tech. Focus on building a strong portfolio of data analysis projects. Since finances are a concern, securing a job as a Data Analyst is the top priority. Target companies where your chemical domain knowledge is a plus."
BTech,CHEM,Govt Job Aspirant,0.0,6.2,UPSC,Govt Job,State PSC,0.0,"With a low CGPA, eligibility for some central exams might be an issue. Focus on State PSC exams, which may have different criteria. It is absolutely critical to have a backup plan. Start learning a marketable skill on the side."
BTech,CHEM,"Robotics, Python, C++",0.0,7.8,,Software Job,Robotics Engineer,0.5,"This is a unique pivot. To make it work, you need an exceptional portfolio of robotics projects. Your chemical background is irrelevant here; your demonstrated robotics skill is everything. Target robotics startups and be prepared to prove your worth."
BTech,CHEM,"Design, AutoCAD, SolidWorks",0.0,7.5,,Freelancing,Design,0.5,You can build a freelance career creating 3D models and technical drawings of chemical process equipment for consultants or small firms. This is a niche where your domain knowledge gives you an edge over generalist designers.
BTech,MECH,"Python, TensorFlow, Computer Vision",0.0,7.1,GATE,MTech,AI/Robotics,0.0,Your CGPA is low for direct entry into good AI roles. An MTech is the right path. A high GATE score is crucial to get into an IIT/NIT. The MTech degree will open doors that are currently closed due to your undergrad record.
BTech,MECH,"SolidWorks, Ansys, FEA",1.0,6.5,,Core Job,Design Engineer,0.0,"Your low CGPA and limited experience make the job search challenging. Be open to roles in quality control or production to get your foot in the door of a manufacturing company. From there, you can try to shift internally to the design department."
BTech,MECH,"AI/ML, Python, SQL",0.0,8.2,,Software Job,Data Analyst,0.5,"You have a strong profile to pivot to a Data Analyst role. Target companies in the manufacturing, automotive, or energy sectors, where your mechanical domain knowledge will be a significant advantage. Highlight this synergy in your applications."
BTech,MECH,"AutoCAD, Revit (MEP), BIM",0.0,7.9,,Core Job,BIM Engineer (MEP),0.5,Focus on becoming a BIM Engineer specializing in MEP. This is a high-demand field within the construction industry that values practical software skills. Consider a professional certification in Revit MEP to boost your profile.
BTech,MECH,Govt Job Aspirant,0.0,6.9,SSC JE,Govt Job,JE (Mechanical),0.5,"Focus on preparing for the SSC JE or other state-level JE exams. Your moderate CGPA is not a blocker, but your technical knowledge of the mechanical syllabus must be excellent. A structured coaching program is recommended."
BSc,CS,"Python, Django, JavaScript",2.0,6.8,,Freelancing,Web Developer,0.5,"With 2+ years of experience, you can be a successful freelancer despite your low CGPA and BSc degree. Your experience is what clients care about. Create a professional portfolio and focus on platforms like Toptal or Upwork for high-quality leads."
BSc,CS,"Data Analysis, SQL, Power BI",0.0,7.2,CDAC,Software Job,Data Analyst,0.0,"The CDAC PG-DBDA course is a very smart move for you. It will provide advanced skills and, most importantly, access to a structured placement process, helping you overcome the limitations of your BSc degree and moderate CGPA."
BSc,CS,"Coding, Java, DSA",4.0,8.5,NIMCET,MCA,Software Development,0.5,You have a strong profile for an MCA. Your competitive programming skills and good CGPA will make you a top candidate for NITs. An MCA will give you the formal degree needed to compete for top SDE roles.
BSc,CS,Govt Job Aspirant,0.0,6.2,,Govt Job,Banking/State Govt,0.0,Your low CGPA makes many options difficult. Focus on non-technical government exams like banking (IBPS Clerk/PO) or state-level clerical exams where the eligibility is just a graduate degree. Preparation needs to be very focused.
BSc,CS,"Technical Support, Communication, Troubleshooting",1.0,7.5,,Software Job,Application Support Engg.,0.5,"Leverage your experience to get a good Application Support or L2 Technical Support role. These roles value problem-solving and communication. From there, you can learn the product codebase and potentially move into a development or QA role internally."
MTech,EE,"Power Electronics, Control Systems, C",2.0,7.8,,Research,EV Technology,0.5,"To move into a core R&D role in the EV space, a PhD would be beneficial. With your experience, you could apply to PhD programs at IITs or even look for industry-sponsored PhDs. This would make you an expert in a high-growth field."
MTech,EE,"AI/ML, Python, TensorFlow",1.0,7.1,,Software Job,ML Engineer,0.0,"Your MTech CGPA is low, which is a concern. You need an outstanding project portfolio to compensate. Build and deploy 2-3 end-to-end ML applications. Focus on startups that are more interested in what you can build than your grades."
MTech,EE,"Public Sector, General Studies, Aptitude",0.0,8.2,UPSC,Govt Job,IES (EE),0.5,"If you are targeting the Engineering Services Exam (IES), you need to focus completely on the technical syllabus for Electrical Engineering. Your MTech knowledge will be an advantage. This is a tough but rewarding path."
MTech,EE,"Project Management, Agile, Scrum",0.0,8.8,PMP,Project Management,Technical Program Manager,0.5,"With a strong MTech CGPA and a PMP certification, you would be a prime candidate for Technical Program Manager roles, even at top tech companies. This is a great way to combine your technical depth with management ambitions."
MTech,EE,"Design, AutoCAD, SketchUp",0.0,7.5,,Freelancing,Design,0.5,"This is an unconventional path. You could carve a niche in technical design for exhibitions, smart lighting design for interiors, or other areas that combine electrical knowledge with design software skills. Build a very specific and targeted portfolio."
,,"Python, Django, AWS",2.0,8.8,ISRO,Govt Job,Scientist (CS),0.5,"With your excellent academic record and strong experience in a modern tech stack, you are a very strong candidate for Scientist roles at organizations like ISRO or NIC. Prepare for their specific technical exams. This is a great goal."
,,"Java, Spring, Microservices",1.0,8.1,CAT,MBA,IT Consulting,0.5,"An MBA from a good B-school is a great way to pivot into consulting. With 1 year of experience, you have some industry context, but you will need a high CAT score (>97) to be competitive for the top schools."
,,"AI/ML, Python, SQL",0.0,9.2,,Software Job,Data Scientist,0.5,"You have a stellar profile for a Data Scientist role. Your high CGPA and internship make you a top candidate. Target product companies and analytics firms. Be prepared for deep dives into ML theory, statistics, and coding."
,,"UI/UX, Figma, User Research",0.0,8.5,,Freelancing,Design,0.0,Focus on building a world-class portfolio. Your goal is to make companies forget you have an MCA and hire you as a designer. Create detailed case studies. Freelancing is a great way to build experience and income simultaneously.
,,"Salesforce, Apex, LWC",0.0,9.0,,Software Job,Salesforce Developer,0.5,"You have chosen a great niche. The demand for Salesforce developers is huge. Get the Platform Developer I certification. Your high CGPA and internship will make you a top target for major IT consultancies (Accenture, Deloitte, etc.) and product companies."
BTech,CHEM,"Process Engg, HYSYS, Simulation",2.0,7.8,,Freelancing,Process Simulation Consultant,0.5,"With 2+ years of experience, you can build a successful freelance career. Market yourself as a process simulation expert on LinkedIn and Upwork. Target small to mid-sized consulting firms or operating companies that need project-based help."
BTech,CHEM,"Data Analysis, Python, SQL",1.0,8.5,CAT,MBA,Business Analytics,0.5,"An MBA in Business Analytics from a top B-school (like IIM B or C) would be a perfect fit. Your engineering background, data skills, and work experience create a very strong profile. A high CAT/GMAT score is the final piece of the puzzle."
BTech,CHEM,Govt Job Aspirant,0.0,7.2,UPSC,Govt Job,Civil Services,0.0,"UPSC is a tough exam. With a moderate CGPA, a backup plan is not just advisable, it's essential. While preparing, dedicate time to learn skills for a Plan B, such as data analysis or a core-related certification, to ensure you have options."
BTech,CHEM,"R&D, Lab Skills, Documentation",0.0,9.0,GATE,PhD,Chemical Engineering,0.5,"With a high CGPA and research experience, you are a strong candidate for a direct PhD program at an IIT or IISc. This is the most direct path to a career in R&D. A good GATE score will be required for the admission process."
BTech,CHEM,"Design, AutoCAD, SolidWorks",0.0,7.5,,Core Job,CAD Engineer,0.0,Focus on becoming a CAD Engineer or Designer in an EPC firm or a manufacturing company. Practical software skill is what matters most for these roles. Your internship is a good starting point. Be prepared to start with a modest salary to gain experience.
BTech,ECE,"Verilog, SystemVerilog, UVM",1.0,6.9,,Core Job,VLSI Verification,0.5,Your 1 year of experience is your key asset. Target VLSI service companies and startups that are more flexible on CGPA. You must shine in the technical interviews and demonstrate a deep understanding of your projects to land a job.
BTech,ECE,"Python, TensorFlow, Deep Learning",0.0,8.2,GATE,Software Job,ML Engineer,0.0,"While an MTech is a good option, with your skills and a decent CGPA, you can also land an ML Engineer job directly if you have a strong portfolio. Apply for jobs and prepare for GATE simultaneously. Take the best option that comes your way."
BTech,EE,"Embedded C, ARM, RTOS",0.0,9.0,GATE,MTech,Embedded & VLSI,0.5,"You have an excellent profile. An MTech from a top IIT/IISc in a combined Embedded/VLSI program would be ideal. It will open doors to the highest-paying core engineering jobs at companies like Qualcomm, NVIDIA, and Apple."
BTech,ECE,"Design, Figma, UI/UX Principles",0.0,8.5,,Software Job,Product Designer,0.5,"You are on a great path to becoming a Product Designer. Your ECE background can be a unique strength, especially for designing complex hardware or IoT products. Build a stellar portfolio with 2-3 detailed case studies."
BTech,ECE,Govt Job Aspirant,0.0,7.9,,Govt Job,Banking/SSC CGL,0.0,Focus on non-technical government exams like IBPS PO or SSC CGL. Your engineering degree gives you an edge in the quantitative and reasoning sections. Join a good online or offline coaching program for structured preparation.
BTech,CSE,"Java, Spring, Microservices",1.0,8.5,GATE,MTech,Software Engineering,0.5,"With your strong profile, an MTech is a choice, not a necessity. If you are passionate about research or want to become a subject matter expert (e.g., in compilers or distributed systems), then an MTech from an IIT is a great path. Otherwise, an SDE job is also a great option."
BTech,CSE,"Python, Django, React",0.0,9.0,,Software Job,Full Stack Engineer,0.5,You have a strong profile for a full-stack role at a top product company or a well-funded startup. Your high CGPA will get you through the screening. Focus on preparing for DSA and system design rounds.
BTech,CSE,"Coding, C++, DSA",5.0,9.5,,Software Job,SDE at HFT,0.5,"You are in the top 0.1%. Your profile is tailor-made for high-frequency trading (HFT) firms or the most competitive roles at FAANG. Focus your preparation on advanced algorithms, low-level systems, and probability. Your career trajectory is very high."
BTech,CSE,"Networking, Python, Automation",0.0,8.2,,Software Job,Network Automation Engg.,0.0,Target Network Automation or NetDevOps roles. This is a growing field that perfectly combines networking and software skills. Your internship is a major plus. A job is the priority given your financial situation.
BTech,CSE,"Data Analysis, Public Policy, Communication",0.0,8.8,UPSC,Govt Job,Civil Services,0.5,You have a unique profile. Your technical skills can be a great asset in policy implementation if you succeed in UPSC. Leverage your internship to show a demonstrated interest in public policy. Keep your tech skills sharp as a backup.
BTech,CIVIL,"Staad Pro, ETABS, SAFE",1.0,7.8,GATE,MTech,Structural Engineering,0.5,An MTech in Structures is the standard path to becoming a respected design engineer in India. Prepare for GATE to get into a good NIT or IIT. The degree will significantly boost your knowledge and earning potential.
BTech,CIVIL,"GIS, QGIS, SQL",0.0,8.1,,Core Job,GIS Analyst,0.0,"Focus on becoming a GIS Analyst. This is a skills-based field where your portfolio matters. Build projects using public datasets (e.g., urban planning, environmental analysis). A job is the priority given your finances."
BTech,CIVIL,"Data Analysis, Python, Machine Learning",0.0,8.9,GRE,MS Abroad,Computational Science,0.5,"You have a cutting-edge profile. Aim for an MS in Computational Science and Engineering at a top university abroad. Your research internship and high CGPA make you a very strong candidate. This can lead to a career in simulation, modeling, or data science."
BTech,CIVIL,"BIM, Revit, Navisworks",0.0,8.5,,Core Job,BIM Engineer,0.5,"You have a strong, in-demand profile. Target BIM Engineer or Coordinator roles in large infrastructure or real estate companies. Consider getting a professional certification from Autodesk to further strengthen your resume."
BTech,CIVIL,Govt Job Aspirant,0.0,7.2,BARC,Govt Job,Scientific Officer,0.0,"BARC has a high CGPA cutoff, often >7.5. This will be a very difficult target for you. It's more practical to focus on SSC JE or state-level exams, which have more lenient eligibility criteria. Have a backup plan."
,,"Java, Spring Boot, Microservices",2.0,9.3,CAT,MBA,Product Management,0.5,You have an outstanding profile for a Product Manager role via a top MBA program. Your strong technical experience and excellent academics are a rare combination. A high GMAT/CAT score will make you a star candidate at any B-school.
,,"Python, TensorFlow, Deep Learning",0.0,9.0,,Software Job,ML Engineer,0.5,You have a great profile for an ML Engineer role. Your MCA with a high CGPA and a relevant internship is a strong combination. Target product companies that are investing heavily in AI.
,,"Data Analysis, SQL, Power BI, Tableau",0.0,8.8,,Freelancing,BI Consultant,0.0,Start as a freelance Business Intelligence consultant. Help small businesses set up their dashboards and reporting. Your skills are perfect for this. This is a great way to earn income and build a portfolio of real-world projects.
,,"UI/UX, Figma, Prototyping",0.0,8.2,,Software Job,Product Designer,0.5,You are on the right track to become a Product Designer. Your MCA background is a plus for understanding technical feasibility. Create a portfolio with 2-3 detailed case studies and apply to product startups.
,,"Salesforce, Apex, Lightning Web Components",0.0,9.5,,Software Job,Salesforce Architect,0.5,"With your stellar academics and niche skills, don't just aim for a developer role. In the long run, you can become a Salesforce Technical Architect, a very high-paying and respected position. Start with a developer role at a top consultancy."
BTech,MECH,"Python, SQL, Data Analysis",0.0,7.2,,Software Job,Data Analyst,0.5,"Focus on getting a Data Analyst job. Your mechanical background can be a plus in the manufacturing or automotive industry. Since your CGPA is not high, your internship projects and SQL skills will be heavily scrutinized in interviews."
BTech,MECH,"SolidWorks, CATIA, GD&T",1.0,6.8,,Core Job,Design Engineer,0.0,"With a low CGPA and 1 year of experience, you need to be realistic. Target small to medium-sized manufacturing companies. Be flexible on location and salary. Your goal is to gain another 2-3 years of solid experience to build your career."
BTech,MECH,Govt Job Aspirant,0.0,6.9,SBI PO,Govt Job,Banking,0.5,"A bank PO job is a good non-technical option that does not depend on your CGPA. Focus your entire energy on preparing for the aptitude, reasoning, and English sections of the banking exams. Join a coaching program for discipline."
BTech,MECH,"Robotics, ROS, C++",0.0,8.5,GRE,MS Abroad,Robotics,0.5,"You have a great profile for an MS in Robotics. Your mechanical background provides the hardware foundation, and your projects show your software skills. Target good universities in Germany or the US. A high GRE score is key."
BTech,MECH,"Data Analysis, Public Policy, Communication",0.0,8.8,,Policy/Social Sector,Policy Analyst,0.5,"This is a unique and impactful career path. Leverage your analytical skills to work as a Data/Policy Analyst for a think tank, an NGO, or a social impact consulting firm. Your engineering background provides strong problem-solving skills."
BTech,ECE,"Python, Django, React",0.0,7.2,CDAC,Software Job,Full Stack Developer,0.0,Your CGPA is a hurdle. The CDAC PG-DAC is a very effective way to get industry-ready skills and access to a wide range of companies. Your internship gives you a head start. Excel in the program to land a great job.
BTech,ECE,"Robotics, C++, Computer Vision",0.0,8.8,,Software Job,Robotics Software Engg.,0.5,"You have a fantastic profile for a Robotics Software Engineer. Target companies in industrial automation, drones, or autonomous vehicles. Your leadership experience and strong project work are major assets."
BTech,ECE,Govt Job Aspirant,0.0,6.5,,Govt Job,State Level Exams,0.0,Focus on state-level government jobs (technical or non-technical) as they may have more lenient eligibility criteria than central government jobs. A backup plan is critical. Consider upskilling in a marketable tech skill on the side.
BTech,ECE,"Sales, Communication, Negotiation",0.0,8.1,CAT,MBA,Technical Sales,0.5,"An MBA is the right path to a managerial career in technical sales. Your ECE background is perfect for selling high-tech products (e.g., semiconductors, telecom equipment). A high CAT score will get you into a premier B-school."
BTech,ECE,"Networking, Cyber Security, Python",0.0,8.5,CEH,Software Job,Security Analyst,0.5,Getting a CEH or CompTIA Security+ certification is a great next step. You have a strong profile for an entry-level Security Analyst or SOC Analyst role. The demand for cybersecurity professionals is very high.
BTech,CSE,"Python, Django, AWS",0.0,9.0,GATE,MTech,Computer Science,0.0,"With a 9.0 CGPA, an MTech isn't strictly necessary for a good job. However, if you want to delve deep into research or theory, an MTech from an IIT (via GATE) is a great choice. The stipend will handle your financial concerns."
BTech,CSE,"Java, Spring, Microservices",2.0,8.5,,Software Job,SDE-2,0.5,"With your experience and a strong CGPA, you are a prime candidate for an SDE-2 role at a top product company. Focus your preparation on system design, advanced DSA, and behavioral interviews. Your experience is your main selling point."
BTech,CSE,"Networking, CCNA, Python",0.0,7.9,,Software Job,Network Automation Engg.,0.0,"A job is your priority. Target Network Automation or 'NetDevOps' roles. Your skills are a perfect blend of traditional networking and modern software practices. This is a high-demand, well-paying niche."
BTech,CSE,"AI/ML, Python, SQL",1.0,8.8,GRE,MS Abroad,Data Science,0.5,You have a strong profile for an MS in Data Science from a good US or European university. Your work experience and high CGPA make you a competitive applicant. A high GRE score will open doors to top-tier schools.
BTech,CSE,Govt Job Aspirant,0.0,9.2,UPSC,Govt Job,Civil Services,0.5,"With a stellar academic record, you can fully commit to UPSC preparation. Your CSE background can be useful for understanding e-governance and technology policy. This is a high-risk, high-reward path, so have a clear timeline."
